# 242Pu total cross section. 
# Source: ENDF/B-VIII.0

# E / MeV	CS / barn
535.548	12.6375
535.554	13.1621
535.557	13.4006
535.564	13.9971
535.566	14.1597
535.573	14.8521
535.577	15.155
535.581	15.5236
535.589	16.3222
535.59	16.4723
535.595	16.9727
535.6	17.5324
535.607	18.3424
535.611	18.7825
535.62	19.9436
535.624	20.4344
535.632	21.4364
535.642	22.8323
535.643	23.0356
535.656	25.058
535.658	25.2877
535.666	26.6141
535.675	28.2507
535.675	28.2508
535.685	29.997
535.689	30.9166
535.696	32.2237
535.704	33.8025
535.707	34.6047
535.719	37.2643
535.72	37.5886
535.734	40.8114
535.735	41.0562
535.747	44.1617
535.75	45.1099
535.759	47.756
535.764	49.2863
535.773	51.7576
535.779	53.8032
535.787	56.3716
535.793	58.6749
535.801	61.3421
535.808	63.9347
535.817	67.28
535.822	69.5861
535.833	74.0289
535.84	76.943
535.85	81.3349
535.857	84.9076
535.862	87.0811
535.875	93.6042
535.88	96.3267
535.892	102.978
535.898	106.345
535.907	111.731
535.916	117.19
535.93	125.901
535.934	128.849
535.952	141.377
535.953	141.907
535.974	157.111
535.975	158.309
535.994	173.465
535.998	176.676
536.014	190.974
536.02	196.462
536.035	209.641
536.043	217.664
536.055	229.453
536.066	240.263
536.076	250.409
536.096	272.549
536.103	280.008
536.126	307.021
536.13	311.42
536.164	352.948
536.164	352.949
536.205	405.539
536.21	411.616
536.279	505.106
536.3	533.405
536.342	587.983
536.347	595.523
536.377	633.073
536.38	635.942
536.414	675.426
536.416	678.014
536.445	708.451
536.448	710.935
536.472	733.132
536.479	739.609
536.503	758.491
536.506	760.313
536.53	775.926
536.554	788.243
536.556	788.955
536.579	797.352
536.582	798.087
536.6	802.075
536.604	802.782
536.629	804.337
536.632	804.44
536.653	802.228
536.658	801.597
536.682	795.124
536.687	793.693
536.711	783.38
536.713	782.829
536.743	765.262
536.745	763.533
536.774	742.036
536.777	740.191
536.808	712.139
536.813	707.723
536.843	676.971
536.847	673.002
536.874	643.439
536.891	623.434
536.918	590.237
537.016	468.46
537.054	421.69
537.061	412.738
537.096	372.858
537.099	368.47
537.123	342.525
537.13	335.068
537.15	313.748
537.16	303.594
537.175	288.825
537.19	274.233
537.202	263.234
537.217	250.321
537.22	247.11
537.239	231.848
537.239	231.219
537.257	217.535
537.262	213.414
537.275	203.991
537.285	196.864
537.293	191.206
537.307	181.549
537.313	177.985
537.329	167.771
537.33	167.423
537.346	158.333
537.353	154.48
537.362	149.409
537.375	142.627
537.379	140.979
537.395	133.112
537.395	133.112
537.412	125.926
537.421	122.009
537.428	119.105
537.445	112.707
537.446	112.053
537.461	106.899
537.472	103.18
537.478	101.403
537.491	97.3045
537.497	95.276
537.504	93.439
537.517	89.8035
537.523	88.2614
537.531	86.4021
537.544	83.1828
537.548	82.0446
537.557	80.1953
537.57	77.3487
537.574	76.5434
537.583	74.7282
537.597	72.213
537.6	71.6793
537.61	69.9158
537.623	67.6943
537.625	67.3801
537.636	65.6806
537.651	63.5828
537.656	62.8283
537.676	60.2284
537.678	59.9836
537.689	58.6707
537.706	56.7229
537.706	56.7227
537.723	55.0018
537.735	53.8679
537.74	53.3594
537.757	51.8524
537.763	51.3554
537.774	50.4621
537.792	49.1368
537.792	49.1368
537.809	47.9726
537.826	46.8206
537.829	46.567
537.843	45.788
537.851	45.2932
537.867	44.3587
537.868	44.3101
537.877	43.8784
537.894	43.0151
537.902	42.5888
537.905	42.4467
537.919	41.8135
537.928	41.4381
537.943	40.7709
537.945	40.6961
537.953	40.3637
537.972	39.6251
537.983	39.2234
538.003	38.5196
538.014	38.1719
538.035	37.4764
538.045	37.1321
538.066	36.5377
538.076	36.2434
538.097	35.6549
538.107	35.3632
538.128	34.8516
538.17	33.8382
538.211	32.9306
538.253	32.1238
538.295	31.3238
538.334	30.657
538.37	30.058
538.374	30.0015
538.427	29.218
538.446	28.9404
538.48	28.5007
538.533	27.8219
538.559	27.4848
538.586	27.1923
538.639	26.6112
538.673	26.24
538.692	26.0589
538.752	25.4833
538.756	25.4476
538.786	25.1616
538.82	24.8766
538.832	24.7822
538.889	24.3103
538.9	24.2165
538.907	24.1616
538.957	23.8047
538.983	23.6136
539.025	23.3134
539.051	23.1233
539.059	23.076
539.093	22.8631
539.134	22.6043
539.161	22.4396
539.202	22.182
539.21	22.1407
539.229	22.0376
539.286	21.7298
539.308	21.6066
539.354	21.3617
539.373	21.2728
539.399	21.1485
539.471	20.8128
539.49	20.7245
539.566	20.3729
539.569	20.3576
539.581	20.3117
539.668	19.9614
539.671	19.9461
539.747	19.6429
539.762	19.5899
539.766	19.5766
539.853	19.2729
539.864	19.2335
539.944	18.9573
539.963	18.8919
539.989	18.8002
540.061	18.5836
540.065	18.5722
540.178	18.2318
540.186	18.2092
540.231	18.0736
540.292	17.9138
540.299	17.8939
540.405	17.6155
540.413	17.5957
540.473	17.4371
540.519	17.332
540.564	17.2273
540.67	16.9831
540.715	16.8788
540.776	16.7398
540.821	16.6474
540.867	16.5553
540.973	16.3405
541.018	16.2487
541.079	16.1264
541.124	16.0454
541.169	15.9647
541.268	15.7898
541.321	15.6959
541.404	15.5484
541.485	15.4047
541.533	15.3211
541.608	15.2043
541.65	15.1404
541.812	14.8903
541.814	14.8874
541.979	14.6354
542.017	14.5775
542.143	14.3841
542.168	14.3466
542.198	14.3051
542.221	14.2739
542.376	14.0614
542.44	13.9739
542.554	13.8184
542.592	13.7677
542.732	13.5764
542.789	13.4998
542.911	13.3351
542.986	13.233
543.089	13.0947
543.183	12.9672
543.284	12.8316
543.38	12.7025
543.489	12.558
543.578	12.439
543.625	12.3763
543.761	12.1953
543.767	12.187
543.842	12.0888
543.897	12.0091
543.953	11.9293
544.034	11.8146
544.077	11.7529
544.17	11.6212
544.201	11.5773
544.3	11.4374
544.325	11.4025
544.337	11.3851
544.424	11.2503
544.448	11.2118
544.548	11.0586
544.572	11.0203
544.671	10.868
544.69	10.8394
544.708	10.8111
544.795	10.662
544.801	10.6514
544.913	10.461
544.919	10.4505
545.024	10.272
545.043	10.2408
545.068	10.1992
545.136	10.0702
545.136	10.0702
545.229	9.89584
545.247	9.86098
545.303	9.75734
545.309	9.74447
545.331	9.6994
545.39	9.57807
545.414	9.52699
545.47	9.4131
545.498	9.35616
545.538	9.27487
545.551	9.24693
545.6	9.13516
545.631	9.06611
545.674	8.96945
545.712	8.88753
545.715	8.8807
545.749	8.79707
545.792	8.69186
545.823	8.61672
545.873	8.49811
545.897	8.4388
545.897	8.4388
545.934	8.33978
545.972	8.24077
545.996	8.17582
546.046	8.04595
546.058	8.01409
546.083	7.9504
546.12	7.84358
546.12	7.84357
546.176	7.68615
546.182	7.66897
546.207	7.60024
546.232	7.52465
546.244	7.48755
546.287	7.35771
546.306	7.30326
546.331	7.23066
546.343	7.19061
546.368	7.11232
546.399	7.01447
546.418	6.95736
546.455	6.84314
546.455	6.84314
546.467	6.80241
546.51	6.65985
546.517	6.64012
546.552	6.52669
546.566	6.48362
546.579	6.44534
546.588	6.41403
546.616	6.32322
546.631	6.27277
546.653	6.20523
546.674	6.13769
546.69	6.09209
546.718	6.01
546.727	5.98429
546.75	5.92002
546.764	5.88397
546.783	5.83591
546.801	5.79181
546.815	5.75874
546.829	5.7292
546.839	5.70952
546.848	5.69413
546.857	5.68156
546.88	5.65016
546.885	5.6456
546.894	5.63647
546.913	5.62919
546.913	5.62919
546.932	5.62926
546.938	5.63375
546.941	5.63621
546.959	5.65588
546.964	5.6643
546.969	5.67497
546.987	5.71769
546.99	5.72532
547.006	5.78807
547.015	5.82393
547.015	5.82393
547.024	5.87238
547.032	5.91829
547.043	5.98799
547.049	6.03457
547.061	6.13468
547.066	6.17777
547.078	6.29274
547.083	6.35332
547.085	6.37172
547.094	6.48212
547.1	6.56478
547.1	6.56478
547.11	6.70698
547.116	6.79258
547.117	6.81703
547.127	6.9719
547.131	7.05814
547.134	7.11563
547.143	7.28201
547.147	7.36595
547.151	7.46668
547.159	7.64294
547.162	7.71962
547.168	7.87298
547.17	7.91319
547.178	8.12775
547.181	8.2136
547.185	8.35113
547.192	8.54201
547.193	8.59291
547.199	8.79649
547.202	8.90195
547.209	9.12656
547.213	9.29503
547.213	9.29503
547.224	9.72794
547.224	9.72795
547.227	9.85961
547.235	10.1995
547.24	10.4168
547.241	10.4892
547.247	10.751
547.255	11.1895
547.255	11.1895
547.258	11.354
547.269	11.9673
547.27	12.0125
547.271	12.0605
547.281	12.7333
547.283	12.8355
547.286	13.046
547.293	13.5197
547.297	13.7993
547.301	14.1446
547.305	14.3748
547.311	14.8636
547.315	15.209
547.316	15.3034
547.325	16.0363
547.328	16.3101
547.332	16.7454
547.339	17.3259
547.339	17.4005
547.35	18.4653
547.351	18.5836
547.353	18.7509
547.363	19.9522
547.367	20.3179
547.367	20.4116
547.377	21.6297
547.38	22.03
547.385	22.594
547.391	23.4654
547.394	23.9028
547.402	25.0223
547.405	25.4702
547.408	25.9473
547.419	27.6572
547.42	27.7223
547.423	28.3071
547.433	30.0366
547.437	30.7416
547.438	30.8824
547.445	32.3245
547.452	33.6933
547.454	34.0822
547.458	34.7818
547.467	36.7477
547.47	37.4176
547.472	37.77
547.482	40.0608
547.483	40.2405
547.489	41.854
547.497	43.6572
547.497	43.6573
547.503	45.3974
547.511	47.3422
547.511	47.5592
547.519	49.8803
547.526	51.7591
547.526	51.7592
547.536	54.7334
547.538	55.566
547.543	57.1833
547.55	59.3438
547.552	60.0122
547.561	63.0868
547.566	64.9985
547.568	65.5762
547.579	69.7631
547.582	70.7955
547.583	71.4206
547.599	77.6658
547.6	77.9851
547.6	77.9852
547.614	84.384
547.615	84.7388
547.62	86.8682
547.632	92.7585
547.634	93.4268
547.64	96.8639
547.648	100.761
547.651	101.989
547.662	107.798
547.665	109.798
547.673	113.981
547.68	118.164
547.68	118.165
547.693	125.954
547.698	128.921
547.703	132.017
547.713	138.326
547.718	141.608
547.728	148.171
547.73	149.844
547.738	155.517
547.75	163.809
547.756	167.932
547.764	173.981
547.775	182.356
547.777	184.311
547.795	198.171
547.8	202.132
547.802	204.197
547.819	218.864
547.822	220.961
547.839	236.236
547.852	247.299
547.857	251.909
547.876	270.352
547.885	278.514
547.906	299.085
547.928	320.865
547.951	343.197
548.005	397.749
548.013	405.187
548.032	424.752
548.042	434.179
548.057	448.319
548.084	473.291
548.085	473.753
548.091	479.193
548.115	500.246
548.118	502.372
548.122	505.55
548.143	522.547
548.147	525.637
548.15	527.734
548.177	545.968
548.177	545.968
548.185	551.167
548.205	562.339
548.206	562.868
548.219	569.738
548.237	577.667
548.239	578.48
548.247	581.731
548.26	586.191
548.268	588.739
548.276	590.863
548.292	594.075
548.3	595.509
548.3	595.547
548.303	596.094
548.33	597.693
548.332	597.736
548.334	597.807
548.348	597.193
548.355	596.284
548.355	596.284
548.375	593.479
548.379	592.532
548.379	592.532
548.405	585.706
548.407	585.127
548.435	574.353
548.437	573.525
548.439	572.527
548.466	558.54
548.47	556.216
548.474	553.789
548.499	538.611
548.502	536.549
548.509	531.94
548.538	511.021
548.549	502.276
548.571	484.186
548.582	474.709
548.595	463.992
548.605	455.418
548.649	414.975
548.664	401.477
548.714	355.793
548.722	347.799
548.748	324.103
548.751	321.847
548.763	310.895
548.785	291.439
548.788	289.276
548.793	285.111
548.81	270.735
548.823	260.467
548.825	258.442
548.835	250.701
548.845	242.96
548.857	233.889
548.86	231.392
548.867	226.173
548.885	213.215
548.888	210.981
548.893	208.029
548.91	196.199
548.911	195.992
548.92	189.848
548.927	185.386
548.929	184.416
548.941	176.767
548.944	175.124
548.946	173.482
548.96	165.392
548.962	164.493
548.964	163.124
548.98	154.873
548.982	153.357
548.983	153.026
548.996	146.543
549	144.278
549.009	139.976
549.012	138.536
549.018	135.659
549.028	131.058
549.032	129.289
549.035	128.294
549.045	124.052
549.051	121.442
549.055	119.515
549.061	117.416
549.067	115.017
549.077	111.183
549.079	110.593
549.083	108.945
549.093	105.434
549.1	103.274
549.102	102.477
549.11	100.012
549.116	98.0397
549.125	95.1322
549.126	94.9076
549.132	93.1116
549.142	90.2457
549.148	88.4818
549.148	88.4816
549.161	85.2786
549.165	84.2778
549.172	82.508
549.173	82.1452
549.181	80.3318
549.185	79.2601
549.192	77.832
549.195	77.1269
549.198	76.4782
549.206	74.8568
549.21	73.899
549.218	72.3031
549.22	72.0097
549.223	71.4319
549.234	69.4105
549.235	69.1261
549.241	67.9893
549.247	66.9451
549.247	66.945
549.26	64.8905
549.261	64.6338
549.264	64.1281
549.272	62.9689
549.275	62.5054
549.285	61.1364
549.288	60.6802
549.289	60.471
549.297	59.442
549.303	58.619
549.309	57.8084
549.311	57.6058
549.317	56.8633
549.322	56.3152
549.331	55.2192
549.334	54.8593
549.334	54.8593
549.345	53.7219
549.348	53.4021
549.359	52.2826
549.364	51.8098
549.365	51.6523
549.373	50.9508
549.379	50.3983
549.387	49.7077
549.394	49.0271
549.396	48.891
549.401	48.5268
549.41	47.8095
549.415	47.451
549.425	46.6271
549.427	46.5095
549.432	46.1939
549.441	45.574
549.449	45.0575
549.456	44.5492
549.458	44.4477
549.466	43.9923
549.472	43.634
549.483	43.0071
549.487	42.7425
549.489	42.6544
549.5	42.1101
549.503	41.9571
549.517	41.2685
549.518	41.193
549.532	40.5142
549.534	40.4486
549.542	40.1257
549.551	39.7382
549.565	39.1647
549.568	39.0373
549.576	38.7235
549.588	38.2837
549.593	38.0913
549.607	37.6325
549.619	37.2006
549.619	37.2006
549.625	37.0127
549.645	36.4256
549.653	36.1712
549.662	35.8938
549.67	35.6923
549.681	35.4146
549.698	34.9783
549.709	34.7048
549.727	34.2361
549.73	34.1688
549.737	34.0364
549.763	33.4734
549.764	33.4407
549.792	32.8527
549.792	32.8526
549.795	32.7959
549.828	32.2077
549.83	32.18
549.86	31.626
549.867	31.5163
549.867	31.5163
549.893	31.1148
549.898	31.0446
549.925	30.6236
549.935	30.4846
549.96	30.114
549.969	29.994
549.972	29.9545
550.009	29.4799
550.012	29.4403
550.052	28.9313
550.059	28.8627
550.062	28.8284
550.09	28.5222
550.108	28.3197
550.145	27.9146
550.145	27.9146
550.158	27.7983
550.201	27.3913
550.207	27.3337
550.257	26.8728
550.269	26.7585
550.313	26.413
550.313	26.413
550.368	25.9724
550.374	25.9238
550.393	25.7779
550.424	25.5654
550.436	25.481
550.48	25.1856
550.498	25.0599
550.517	24.9341
550.542	24.7901
550.56	24.6829
550.603	24.4328
550.622	24.3263
550.665	24.0778
550.684	23.972
550.703	23.8661
550.727	23.7437
550.746	23.6524
550.789	23.4394
550.814	23.3185
550.826	23.2581
550.882	23.0213
550.888	22.9952
550.963	22.682
550.975	22.6298
551.037	22.3706
551.037	22.3706
551.062	22.2824
551.111	22.107
551.148	21.9756
551.186	21.8449
551.235	21.6706
551.248	21.6272
551.26	21.5898
551.322	21.4028
551.371	21.2541
551.409	21.1425
551.458	20.9944
551.47	20.9632
551.495	20.9008
551.57	20.7146
551.582	20.6836
551.669	20.4673
551.669	20.4673
551.768	20.2213
551.78	20.1905
551.793	20.1599
551.867	20.0097
551.892	19.9597
551.966	19.8102
552.003	19.7355
552.065	19.6115
552.114	19.5123
552.164	19.4135
552.226	19.3112
552.288	19.2093
552.337	19.1278
552.412	19.0061
552.449	18.9452
552.536	18.8036
552.536	18.8036
552.56	18.7697
552.659	18.6349
552.697	18.5844
552.783	18.4669
552.833	18.3998
552.907	18.2994
552.957	18.2325
552.969	18.2181
553.093	18.0744
553.105	18.06
553.241	17.9024
553.248	17.8952
553.254	17.8881
553.433	17.7121
553.446	17.6999
553.619	17.5307
553.65	17.5005
553.805	17.3499
553.848	17.3078
553.848	17.3078
553.991	17.1965
554.046	17.1529
554.177	17.0516
554.245	16.9986
554.362	16.9072
554.443	16.8446
554.548	16.7631
554.591	16.7295
554.641	16.6983
554.765	16.6206
554.839	16.574
555.012	16.4654
555.037	16.4499
555.235	16.3261
555.26	16.3107
555.334	16.2644
555.508	16.1717
555.508	16.1717
555.756	16.0396
555.78	16.0264
555.83	16.0001
556.003	15.9227
556.053	15.9006
556.251	15.8124
556.325	15.7793
556.499	15.7023
556.598	15.6583
556.787	15.5746
556.87	15.5375
557.019	15.4717
557.115	15.4375
557.143	15.4275
557.415	15.3305
557.443	15.3205
557.737	15.2159
557.771	15.2038
558.059	15.1016
558.099	15.0873
558.208	15.0489
558.381	14.9975
558.428	14.9838
558.703	14.9022
558.92	14.8381
559.025	14.807
559.401	14.6962
559.496	14.6681
559.508	14.665
559.859	14.5763
559.991	14.5427
560.316	14.4605
560.468	14.4223
560.774	14.3449
560.784	14.3425
560.944	14.3081
561.08	14.2791
561.421	14.2061
561.69	14.1485
561.897	14.1043
562.306	14.017
562.374	14.0025
562.859	13.8991
562.921	13.8857
563.348	13.7948
563.537	13.7547
563.612	13.7386
563.838	13.6944
564.152	13.6328
564.327	13.5986
564.672	13.5311
564.898	13.4869
565.062	13.455
565.192	13.4295
565.472	13.3749
565.712	13.3281
565.965	13.2787
566.232	13.2268
566.459	13.1827
566.83	13.1105
566.952	13.0868
567.279	13.0234
567.281	13.023
567.379	13.004
567.61	12.9527
567.728	12.9264
567.927	12.8821
568.176	12.8267
568.233	12.8142
568.538	12.7465
568.625	12.7273
568.844	12.6788
569.012	12.6419
569.141	12.6134
569.15	12.611
569.399	12.5447
569.456	12.5295
569.685	12.4685
569.786	12.4418
569.914	12.4077
570.044	12.3735
570.144	12.3471
570.172	12.3394
570.301	12.2979
570.396	12.2676
570.559	12.2151
570.571	12.2113
570.747	12.1551
570.773	12.1468
570.922	12.099
571.026	12.0659
571.098	12.0377
571.274	11.9686
571.28	11.9661
571.449	11.8998
571.449	11.8998
571.618	11.8339
571.625	11.8313
571.703	11.8011
571.755	11.7756
571.788	11.7597
571.885	11.7122
571.957	11.6775
572.015	11.649
572.106	11.605
572.145	11.5862
572.236	11.5424
572.275	11.5237
572.301	11.5113
572.366	11.4712
572.405	11.4472
572.497	11.3915
572.536	11.3677
572.627	11.3123
572.666	11.2886
572.757	11.2336
572.757	11.2336
572.822	11.1946
572.848	11.1743
572.887	11.144
572.939	11.1036
572.984	11.0685
573.03	11.0334
573.082	10.9935
573.121	10.9636
573.166	10.929
573.212	10.8944
573.251	10.865
573.303	10.8143
573.336	10.7829
573.394	10.7263
573.42	10.7015
573.492	10.633
573.505	10.6207
573.557	10.5715
573.589	10.541
573.622	10.5027
573.674	10.4421
573.687	10.4269
573.752	10.3518
573.758	10.3443
573.817	10.2775
573.823	10.2701
573.882	10.1898
573.888	10.181
573.944	10.1059
573.953	10.0929
574.002	10.0275
574.019	10.006
574.061	9.93767
574.084	9.90136
574.119	9.8443
574.149	9.79837
574.178	9.75244
574.197	9.7224
574.214	9.69737
574.236	9.65366
574.246	9.63523
574.28	9.57072
574.302	9.53144
574.324	9.48914
574.347	9.44767
574.368	9.40916
574.393	9.36567
574.396	9.35987
574.404	9.34231
574.438	9.27008
574.446	9.25288
574.472	9.19918
574.478	9.18743
574.506	9.13018
574.51	9.12364
574.513	9.1173
574.541	9.05319
574.541	9.0513
574.573	8.98016
574.575	8.97666
574.605	8.91192
574.609	8.90364
574.632	8.85722
574.636	8.84727
574.658	8.80658
574.661	8.80067
574.679	8.76818
574.688	8.75305
574.689	8.75168
574.7	8.73213
574.706	8.72318
574.721	8.69891
574.724	8.69553
574.741	8.67074
574.745	8.66511
574.759	8.64862
574.762	8.64571
574.777	8.63001
574.778	8.62918
574.794	8.6159
574.795	8.61542
574.81	8.60627
574.812	8.60572
574.813	8.60598
574.827	8.61044
574.831	8.6129
574.843	8.62031
574.849	8.62558
574.859	8.63538
574.867	8.64479
574.876	8.6563
574.877	8.65904
574.88	8.66675
574.892	8.69867
574.893	8.7038
574.907	8.74619
574.908	8.75004
574.92	8.79474
574.924	8.80965
574.926	8.8164
574.937	8.86972
574.937	8.86972
574.942	8.90104
574.949	8.94268
574.951	8.95951
574.961	9.02682
574.966	9.06312
574.973	9.11756
574.975	9.13071
574.98	9.18532
574.988	9.25554
574.995	9.33107
575.001	9.38983
575.007	9.46179
575.01	9.49289
575.014	9.54469
575.024	9.6879
575.027	9.72095
575.032	9.79131
575.039	9.90973
575.04	9.9229
575.053	10.1457
575.054	10.1605
575.056	10.2048
575.066	10.4023
575.068	10.4544
575.079	10.68
575.08	10.7167
575.083	10.7777
575.092	11.0014
575.097	11.1509
575.105	11.3433
575.105	11.3433
575.112	11.5668
575.118	11.7408
575.127	12.0271
575.129	12.1052
575.131	12.1618
575.141	12.546
575.144	12.6347
575.145	12.6965
575.156	13.1245
575.157	13.1575
575.162	13.3637
575.169	13.693
575.17	13.7296
575.178	14.1109
575.18	14.2325
575.183	14.3542
575.192	14.8176
575.194	14.944
575.195	14.9888
575.203	15.4521
575.206	15.6374
575.21	15.877
575.215	16.1309
575.218	16.3341
575.226	16.8586
575.227	16.911
575.229	17.0777
575.237	17.6507
575.241	17.88
575.243	18.0587
575.254	18.9399
575.258	19.1918
575.259	19.3235
575.271	20.3622
575.273	20.5352
575.275	20.6449
575.289	21.9402
575.292	22.2449
575.292	22.245
575.306	23.6751
575.309	24.0116
575.31	24.143
575.323	25.5777
575.326	25.9479
575.328	26.2367
575.34	27.6579
575.343	28.064
575.347	28.5382
575.354	29.5923
575.36	30.3691
575.365	31.0548
575.371	32.0164
575.372	32.1405
575.383	33.8112
575.389	34.7861
575.39	34.9207
575.402	36.803
575.407	37.7897
575.408	37.9355
575.42	40.0463
575.425	41.0366
575.426	41.1937
575.438	43.5497
575.443	44.5342
575.444	44.7034
575.456	47.3212
575.461	48.2944
575.462	48.4763
575.479	52.2941
575.479	52.2941
575.48	52.4886
575.495	56.1843
575.497	56.5867
575.503	58.2431
575.511	60.3138
575.522	63.1151
575.525	64.0024
575.536	66.8859
575.544	69.2047
575.547	70.1551
575.56	73.9571
575.566	75.69
575.569	76.7056
575.585	81.5292
575.595	84.9627
575.598	86.0455
575.612	90.6482
575.624	94.867
575.632	97.451
575.641	100.896
575.654	105.646
575.671	111.698
575.671	111.698
575.7	122.937
575.71	126.723
575.725	132.702
575.77	150.638
575.807	165.803
575.81	166.825
575.851	183.184
575.857	185.097
575.889	196.813
575.896	199.333
575.897	199.769
575.926	209.359
575.931	211.02
575.936	212.567
575.952	217.207
575.97	222.303
575.973	222.966
575.986	226.278
576.001	229.803
576.005	230.608
576.017	233.129
576.033	236.229
576.035	236.617
576.043	237.748
576.064	240.566
576.068	241.13
576.071	241.45
576.094	243.351
576.1	243.816
576.101	243.901
576.129	244.585
576.131	244.593
576.134	244.605
576.154	244.138
576.155	244.089
576.158	243.886
576.179	242.528
576.184	241.927
576.212	238.68
576.214	238.503
576.218	237.859
576.24	234.183
576.24	234.057
576.246	232.954
576.273	227.161
576.274	226.886
576.277	226.291
576.304	219.208
576.306	218.853
576.316	216.01
576.339	208.99
576.342	208.176
576.355	204.105
576.381	195.492
576.386	193.689
576.429	178.388
576.434	176.704
576.458	167.563
576.52	144.939
576.523	143.736
576.555	131.912
576.557	131.321
576.575	124.946
576.581	122.705
576.59	119.623
576.614	111.688
576.62	109.773
576.624	108.44
576.64	103.306
576.649	100.482
576.656	98.2303
576.663	96.3044
576.671	93.8969
576.687	89.2029
576.689	88.7334
576.694	87.1624
576.711	82.5671
576.712	82.3479
576.721	79.9945
576.728	78.3633
576.73	77.7514
576.744	74.3679
576.748	73.3725
576.75	72.9841
576.76	70.5744
576.766	69.2766
576.774	67.4703
576.781	65.9181
576.784	65.4005
576.798	62.3792
576.801	61.8998
576.802	61.74
576.82	58.323
576.82	58.1715
576.823	57.7175
576.834	55.7079
576.835	55.568
576.847	53.4709
576.85	53.074
576.851	52.8094
576.864	50.7545
576.868	50.1124
576.872	49.6135
576.879	48.5554
576.885	47.6149
576.894	46.4747
576.896	46.1326
576.902	45.2743
576.908	44.5469
576.92	43.0921
576.92	42.9914
576.923	42.7096
576.937	41.1128
576.939	40.8401
576.949	39.7489
576.952	39.4104
576.954	39.2412
576.965	38.0958
576.971	37.5231
576.973	37.2843
576.978	36.8388
576.982	36.4675
576.991	35.6691
576.994	35.4513
576.998	35.0964
577.004	34.5676
577.005	34.5015
577.017	33.5336
577.017	33.5336
577.022	33.1559
577.03	32.5712
577.03	32.5711
577.043	31.6602
577.043	31.6601
577.046	31.4382
577.056	30.8282
577.056	30.8282
577.069	30.0367
577.069	30.0367
577.079	29.4584
577.082	29.2843
577.082	29.2842
577.095	28.607
577.095	28.607
577.108	27.9475
577.108	27.9475
577.111	27.7868
577.121	27.3529
577.121	27.3529
577.134	26.7898
577.134	26.7898
577.144	26.3782
577.147	26.2547
577.149	26.1947
577.16	25.7742
577.161	25.7449
577.173	25.306
577.173	25.306
577.177	25.1918
577.185	24.9097
577.186	24.884
577.198	24.5343
577.199	24.4843
577.209	24.1918
577.21	24.1704
577.212	24.1062
577.222	23.8565
577.227	23.7317
577.234	23.5492
577.239	23.4275
577.246	23.249
577.251	23.13
577.258	22.9745
577.259	22.9579
577.263	22.8582
577.271	22.7122
577.276	22.6148
577.287	22.3932
577.292	22.2982
577.303	22.0823
577.307	22.0207
577.308	21.9941
577.32	21.8135
577.324	21.7361
577.336	21.5601
577.341	21.4847
577.352	21.3128
577.355	21.2636
577.357	21.2428
577.368	21.1004
577.373	21.0394
577.385	20.9003
577.39	20.8407
577.401	20.7044
577.406	20.646
577.418	20.5028
577.42	20.4742
577.422	20.4581
577.435	20.3317
577.438	20.3001
577.446	20.2226
577.455	20.1451
577.469	20.0083
577.479	19.9172
577.482	19.8874
577.492	19.8125
577.5	19.75
577.515	19.6398
577.521	19.5908
577.537	19.4703
577.542	19.4342
577.56	19.3037
577.564	19.2799
577.57	19.2332
577.583	19.157
577.595	19.0855
577.617	18.9594
577.627	18.9034
577.651	18.7655
577.659	18.7241
577.685	18.5745
577.687	18.5654
577.69	18.5504
577.72	18.4176
577.722	18.4066
577.754	18.2644
577.754	18.2644
577.794	18.0842
577.796	18.0769
577.804	18.0413
577.838	17.9192
577.843	17.9017
577.869	17.8096
577.882	17.7639
577.921	17.6269
577.926	17.61
577.97	17.4575
577.973	17.4462
577.986	17.4015
578.025	17.2937
578.029	17.2848
578.077	17.1513
578.087	17.1249
578.129	17.0102
578.146	16.9664
578.181	16.8701
578.181	16.8701
578.204	16.8201
578.233	16.7559
578.266	16.6851
578.299	16.6143
578.331	16.5441
578.364	16.4739
578.377	16.446
578.396	16.4114
578.429	16.3537
578.461	16.2965
578.494	16.2393
578.526	16.1824
578.559	16.1256
578.591	16.069
578.611	16.0351
578.624	16.017
578.689	15.9268
578.754	15.8372
578.781	15.7994
578.838	15.7214
578.864	15.686
578.923	15.6063
578.947	15.5733
578.949	15.5711
579.007	15.5095
579.03	15.4858
579.092	15.4212
579.141	15.3705
579.177	15.3333
579.251	15.256
579.261	15.2459
579.346	15.1588
579.362	15.1421
579.378	15.1255
579.463	15.0588
579.473	15.0511
579.56	14.9823
579.583	14.9645
579.691	14.8808
579.71	14.8656
579.821	14.7798
579.853	14.7546
579.899	14.7194
579.951	14.6882
579.996	14.6611
580.081	14.6106
580.139	14.5759
580.211	14.5334
580.282	14.491
580.341	14.4564
580.425	14.4065
580.471	14.3797
580.497	14.3644
580.569	14.3311
580.643	14.2964
580.783	14.2316
580.816	14.2166
580.988	14.1371
580.991	14.1356
581.161	14.0578
581.174	14.0519
581.2	14.0422
581.333	13.9927
581.408	13.9651
581.505	13.929
581.616	13.8882
581.678	13.8654
581.824	13.8115
581.913	13.7788
581.957	13.7627
582.101	13.7201
582.136	13.7097
582.352	13.6462
582.448	13.6179
582.603	13.5725
582.722	13.5376
582.854	13.499
582.997	13.4574
583.105	13.4256
583.291	13.3714
583.356	13.3557
