# 242Pu total cross section. 
# Source: ENDF/B-VIII.0

# E / MeV	CS / barn
150.477	25.1114
150.492	24.6865
150.494	24.6212
150.509	24.2111
150.511	24.148
150.515	24.0256
150.525	23.7826
150.528	23.7286
150.542	23.3879
150.545	23.3355
150.56	22.9796
150.565	22.8896
150.567	22.8445
150.587	22.4527
150.59	22.4092
150.61	22.0292
150.614	21.9448
150.617	21.9037
150.632	21.6529
150.641	21.5096
150.655	21.301
150.668	21.0924
150.684	20.8553
150.695	20.707
150.713	20.4758
150.722	20.3603
150.743	20.1063
150.75	20.0217
150.752	19.9941
150.772	19.7742
150.777	19.7253
150.801	19.4623
150.804	19.4384
150.819	19.2746
150.831	19.1709
150.835	19.1294
150.86	18.9069
150.871	18.8057
150.889	18.6476
150.898	18.5686
150.907	18.4991
150.925	18.3634
150.943	18.2277
150.961	18.0948
150.979	17.9619
150.988	17.8968
150.997	17.8411
151.015	17.7298
151.033	17.6207
151.051	17.5116
151.069	17.4045
151.087	17.2973
151.105	17.192
151.123	17.0867
151.126	17.0756
151.141	16.9996
151.166	16.8801
151.177	16.8267
151.207	16.688
151.222	16.6146
151.247	16.4991
151.259	16.4474
151.268	16.4121
151.288	16.3327
151.313	16.2372
151.328	16.1764
151.358	16.0655
151.389	15.946
151.394	15.9292
151.403	15.9008
151.43	15.8157
151.448	15.7598
151.484	15.648
151.493	15.6205
151.538	15.483
151.538	15.483
151.574	15.3745
151.592	15.3302
151.596	15.3193
151.646	15.1994
151.655	15.178
151.7	15.0705
151.713	15.0387
151.754	14.9432
151.772	14.9012
151.808	14.8173
151.817	14.7966
151.831	14.7714
151.862	14.7126
151.889	14.6628
151.925	14.5964
151.948	14.5554
151.988	14.4817
152.006	14.4493
152.051	14.3683
152.06	14.3522
152.076	14.3283
152.114	14.2703
152.146	14.223
152.177	14.1757
152.216	14.1189
152.222	14.1089
152.272	14.0477
152.286	14.0312
152.355	13.9462
152.367	13.9325
152.448	13.8349
152.46	13.8202
152.529	13.7384
152.565	13.6959
152.583	13.6747
152.61	13.6493
152.657	13.6054
152.691	13.574
152.749	13.5201
152.772	13.4993
152.842	13.4358
152.894	13.3886
152.934	13.3521
152.943	13.3439
153.015	13.2933
153.026	13.2855
153.11	13.2276
153.119	13.2214
153.204	13.1624
153.211	13.1578
153.299	13.0978
153.303	13.0947
153.421	13.0154
153.441	13.0016
153.497	12.9638
153.538	12.9425
153.583	12.9189
153.655	12.8814
153.725	12.8451
153.772	12.8207
153.841	12.7851
153.889	12.7605
153.956	12.7262
153.979	12.717
154.006	12.7063
154.117	12.6627
154.182	12.6374
154.255	12.6088
154.317	12.5848
154.393	12.5552
154.47	12.5256
154.531	12.502
154.623	12.4668
154.669	12.4491
154.776	12.4083
154.778	12.4076
154.807	12.3995
154.93	12.3656
154.958	12.3577
155.083	12.3235
155.122	12.3127
155.286	12.2679
155.312	12.2606
155.449	12.2234
155.466	12.219
155.613	12.179
155.646	12.1703
155.826	12.1217
155.834	12.1195
155.859	12.1145
156.006	12.0849
156.104	12.0651
156.276	12.0307
156.362	12.0137
156.547	11.9769
156.624	11.9614
156.817	11.9233
156.887	11.9094
157.091	11.8782
157.15	11.8692
157.368	11.8361
157.413	11.8292
157.644	11.7942
157.676	11.7894
157.921	11.7525
157.94	11.7496
158.197	11.7109
158.204	11.7099
158.292	11.6967
158.381	11.6857
158.468	11.6751
158.732	11.6429
158.76	11.6394
158.996	11.6107
159.139	11.5934
159.283	11.576
159.518	11.5476
159.569	11.5415
159.856	11.5071
159.897	11.5022
160.071	11.4814
160.142	11.4729
160.366	11.4463
160.404	11.4419
160.516	11.4286
160.665	11.4111
160.815	11.3937
160.91	11.3827
160.964	11.3764
161.114	11.3593
161.226	11.3466
161.338	11.3341
161.417	11.3254
161.456	11.321
161.535	11.3125
161.614	11.304
161.693	11.2958
161.772	11.2877
161.788	11.286
161.85	11.2745
161.91	11.2637
161.924	11.2611
161.969	11.253
162.025	11.2431
162.081	11.2334
162.138	11.2239
162.18	11.217
162.222	11.2104
162.264	11.2039
162.306	11.1977
162.349	11.1919
162.391	11.1864
162.433	11.1814
162.461	11.1784
162.464	11.1781
162.489	11.1707
162.498	11.1683
162.518	11.1628
162.546	11.1553
162.574	11.1482
162.595	11.1433
162.616	11.1388
162.637	11.1348
162.657	11.1316
162.676	11.129
162.695	11.1273
162.708	11.1266
162.72	11.1265
162.733	11.1269
162.746	11.1281
162.758	11.1258
162.768	11.1248
162.777	11.1244
162.787	11.1248
162.796	11.126
162.806	11.1282
162.815	11.1315
162.825	11.1361
162.834	11.1422
162.844	11.1499
162.851	11.1573
162.86	11.1672
162.868	11.1791
162.874	11.1893
162.881	11.2008
162.887	11.2137
162.893	11.2281
162.9	11.2442
162.906	11.262
162.912	11.2817
162.914	11.289
162.919	11.302
162.925	11.3238
162.931	11.348
162.938	11.3748
162.944	11.4044
162.95	11.4369
162.957	11.4726
162.963	11.5118
162.969	11.5545
162.976	11.6013
162.982	11.6521
162.988	11.7074
162.995	11.7674
163.001	11.8325
163.007	11.9028
163.014	11.9788
163.02	12.0607
163.026	12.1489
163.033	12.2436
163.039	12.3454
163.045	12.4544
163.052	12.5711
163.058	12.6958
163.064	12.8289
163.071	12.9707
163.08	13.2006
163.089	13.4327
163.097	13.6739
163.106	13.9338
163.114	14.2133
163.123	14.5129
163.131	14.8334
163.14	15.1753
163.14	15.1753
163.148	15.5451
163.157	15.9409
163.159	16.073
163.171	16.6412
163.181	17.2108
163.182	17.2513
163.193	17.889
163.204	18.6103
163.216	19.373
163.232	20.4508
163.238	20.9447
163.248	21.6854
163.267	23.1906
163.28	24.2987
163.292	25.2465
163.323	27.9071
163.34	29.3831
163.365	31.4995
163.378	32.5461
163.385	33.079
163.402	34.2932
163.421	35.5077
163.438	36.3854
163.45	36.9614
163.465	37.483
163.475	37.7336
163.481	37.8911
163.498	38.1095
163.5	38.1254
163.515	38.125
163.532	37.9409
163.541	37.7265
163.545	37.648
163.563	37.0344
163.579	36.3401
163.594	35.5415
163.595	35.5077
163.61	34.5339
163.629	33.2371
163.635	32.8363
163.652	31.5005
163.68	29.21
163.691	28.2756
163.725	25.4738
163.736	24.5778
163.744	24.0078
163.761	22.648
163.775	21.6158
163.789	20.6389
163.803	19.7656
163.812	19.1577
163.822	18.5805
163.832	18.0345
163.838	17.7403
163.842	17.5187
163.852	17.0326
163.862	16.5769
163.872	16.1509
163.88	15.8086
163.888	15.4869
163.897	15.1852
163.905	14.9026
163.914	14.6385
163.922	14.392
163.931	14.1623
163.939	13.9486
163.948	13.7499
163.95	13.6885
163.956	13.5698
163.962	13.4587
163.969	13.3278
163.976	13.2053
163.983	13.0909
163.99	12.9839
163.997	12.8841
164.004	12.791
164.011	12.704
164.018	12.623
164.025	12.5474
164.032	12.4769
164.039	12.4111
164.046	12.3498
164.053	12.2925
164.06	12.2391
164.063	12.2191
164.067	12.1922
164.074	12.1507
164.081	12.1131
164.088	12.0781
164.095	12.0455
164.102	12.0151
164.109	11.9867
164.115	11.9603
164.122	11.9355
164.129	11.9124
164.136	11.8906
164.143	11.8702
164.15	11.851
164.157	11.8328
164.166	11.8102
164.175	11.7891
164.184	11.7694
164.193	11.7509
164.202	11.7335
164.211	11.717
164.215	11.711
164.221	11.704
164.23	11.6929
164.24	11.6825
164.252	11.6695
164.265	11.6574
164.278	11.6461
164.29	11.6353
164.303	11.6251
164.322	11.6106
164.341	11.5969
164.36	11.5837
164.379	11.5711
164.398	11.5589
164.423	11.5432
164.451	11.5266
164.478	11.5106
164.491	11.5033
164.506	11.4984
164.533	11.4895
164.57	11.4781
164.603	11.4679
164.606	11.4671
164.643	11.4565
164.679	11.4461
164.716	11.436
164.758	11.4247
164.801	11.4135
164.843	11.4026
164.885	11.3919
164.941	11.3779
164.998	11.3641
165.054	11.3505
165.088	11.3425
165.11	11.3395
165.166	11.3321
165.212	11.3263
165.238	11.3228
165.31	11.3137
165.382	11.3048
165.454	11.296
165.549	11.2844
165.645	11.273
165.741	11.2617
165.836	11.2505
165.969	11.2352
166.045	11.2265
166.079	11.2226
166.225	11.2059
166.247	11.2034
166.371	11.1947
166.518	11.1846
166.664	11.1745
166.884	11.1595
167.007	11.1511
167.103	11.1446
167.307	11.1309
167.612	11.1104
167.917	11.0901
168.029	11.0826
168.222	11.0698
168.527	11.0496
168.947	11.0218
169.163	11.0075
169.355	10.9949
169.38	10.9936
170.03	10.9595
170.463	10.9368
170.688	10.925
171.364	10.8897
171.55	10.8799
172.265	10.8427
172.952	10.8069
173.108	10.7988
173.951	10.7549
174.217	10.7411
174.891	10.7061
175.423	10.6785
175.83	10.6574
176.645	10.6152
176.645	10.6152
177.46	10.573
177.867	10.552
178.615	10.5133
179.001	10.4934
179.727	10.4559
180.09	10.4372
180.453	10.4185
181.179	10.3811
181.29	10.3754
182.127	10.3213
183.074	10.2602
183.193	10.2525
183.785	10.2144
183.903	10.2067
184.496	10.1686
184.614	10.161
185.287	10.1178
185.375	10.1121
185.781	10.0861
186.079	10.0614
186.187	10.0525
186.786	10.0029
186.85	9.99761
187.364	9.95514
187.621	9.93394
187.943	9.90744
188.224	9.88433
188.5	9.86162
188.826	9.83482
188.864	9.83174
189.046	9.81258
189.418	9.77349
189.592	9.75521
189.988	9.71372
190.17	9.69464
190.557	9.65409
190.747	9.63423
191.133	9.5941
191.133	9.5941
191.325	9.56911
191.71	9.51925
191.71	9.51925
192.096	9.46951
192.096	9.46951
192.481	9.41989
192.494	9.41822
192.673	9.39516
192.883	9.36145
192.905	9.35798
193.303	9.29421
193.316	9.29213
193.723	9.2272
193.727	9.22651
194.142	9.16067
194.143	9.16044
194.353	9.12721
194.547	9.08845
194.559	9.08625
194.871	9.02418
194.937	9.01124
195.184	8.96232
195.228	8.95356
195.497	8.90071
195.52	8.89611
195.794	8.82924
195.812	8.82477
196.083	8.75886
196.102	8.75417
196.371	8.6888
196.391	8.68413
196.66	8.61911
196.68	8.61447
196.949	8.53493
196.968	8.52925
197.243	8.44874
197.257	8.44451
197.45	8.38838
197.546	8.35448
197.546	8.35448
197.749	8.28375
197.835	8.25343
197.951	8.21326
198.028	8.18648
198.153	8.1432
198.22	8.1199
198.355	8.06427
198.413	8.04042
198.557	7.98117
198.606	7.96142
198.76	7.89862
198.798	7.88293
198.923	7.82264
198.991	7.79018
199.087	7.74418
199.222	7.67979
199.251	7.66611
199.376	7.60682
199.376	7.60682
199.415	7.5856
199.53	7.52191
199.578	7.49557
199.684	7.43763
199.742	7.40629
199.761	7.39584
199.838	7.34785
199.906	7.30621
199.992	7.25267
200.069	7.20553
200.146	7.15839
200.146	7.15839
200.257	7.08044
200.281	7.06349
200.382	6.99307
200.455	6.94278
200.508	6.9064
200.532	6.88987
200.628	6.81278
200.633	6.80897
200.743	6.72135
200.758	6.71004
200.859	6.63088
200.878	6.61598
200.883	6.61161
200.975	6.52861
201.008	6.49839
201.09	6.425
201.119	6.39943
201.196	6.33124
201.225	6.306
201.264	6.26715
201.292	6.23801
201.36	6.17085
201.389	6.14207
201.456	6.07584
201.456	6.07584
201.485	6.04409
201.552	5.97106
201.581	5.93975
201.649	5.86787
201.649	5.86787
201.678	5.83357
201.745	5.75482
201.774	5.72108
201.841	5.6438
201.87	5.60669
201.957	5.49739
201.957	5.49739
202.034	5.40203
202.034	5.40203
202.034	5.40203
202.111	5.29643
202.111	5.29643
202.188	5.19294
202.188	5.19294
202.227	5.14237
202.265	5.08506
202.265	5.08506
202.342	4.97308
202.342	4.97308
202.41	4.87769
202.419	4.86246
202.419	4.86246
202.489	4.75504
202.496	4.74393
202.547	4.66846
202.552	4.66051
202.564	4.64065
202.614	4.56004
202.65	4.50247
202.677	4.46214
202.684	4.45115
202.737	4.36152
202.739	4.35761
202.795	4.26773
202.802	4.25645
202.821	4.22639
202.852	4.1719
202.865	4.15178
202.91	4.07533
202.927	4.04849
202.958	3.99864
202.968	3.98162
202.982	3.95731
203.021	3.89249
203.055	3.83943
203.079	3.80153
203.093	3.77649
203.103	3.76094
203.141	3.69873
203.151	3.68422
203.19	3.62616
203.199	3.61281
203.238	3.55396
203.247	3.54055
203.286	3.48692
203.295	3.47499
203.32	3.44515
203.334	3.42587
203.344	3.41469
203.382	3.36995
203.401	3.35096
203.421	3.33197
203.44	3.31634
203.459	3.30072
203.478	3.28885
203.498	3.27699
203.517	3.26933
203.536	3.26168
203.555	3.25874
203.56	3.25801
203.575	3.2575
203.594	3.26215
203.613	3.26681
203.623	3.27216
203.633	3.27885
203.652	3.29224
203.661	3.30238
203.665	3.30676
203.69	3.33739
203.7	3.35288
203.705	3.36151
203.726	3.40034
203.729	3.40571
203.744	3.4432
203.748	3.45185
203.763	3.48869
203.767	3.50341
203.784	3.55791
203.787	3.5657
203.799	3.60711
203.806	3.63618
203.82	3.69729
203.824	3.71328
203.835	3.76124
203.835	3.76124
203.849	3.83825
203.85	3.84496
203.864	3.91879
203.871	3.96084
203.876	3.99241
203.884	4.04974
203.888	4.07432
203.9	4.1595
203.901	4.16838
203.912	4.25625
203.915	4.28161
203.923	4.34752
203.928	4.39489
203.933	4.44663
203.944	4.54788
203.946	4.56635
203.953	4.64027
203.955	4.66573
203.962	4.74224
203.967	4.80669
203.97	4.83535
203.979	4.95366
203.984	5.01489
203.988	5.06443
203.989	5.08142
203.995	5.16642
204.004	5.30694
204.004	5.30694
204.011	5.40436
204.013	5.44444
204.019	5.54468
204.028	5.70047
204.031	5.75983
204.037	5.87043
204.037	5.87043
204.045	6.03944
204.054	6.22759
204.054	6.2276
204.062	6.40095
204.062	6.40812
204.069	6.58026
204.073	6.66913
204.076	6.73214
204.083	6.92718
204.083	6.94401
204.09	7.12908
204.095	7.26899
204.098	7.3806
204.102	7.49708
204.107	7.67184
204.113	7.85348
204.113	7.87494
204.12	8.1186
204.12	8.11863
204.127	8.39434
204.133	8.63273
204.134	8.64535
204.138	8.84175
204.142	8.99893
204.148	9.27311
204.15	9.37427
204.156	9.69245
204.159	9.81359
204.165	10.1299
204.166	10.1956
204.171	10.4734
204.174	10.6894
204.177	10.8334
204.184	11.2833
204.184	11.2833
204.191	11.7768
204.192	11.8628
204.196	12.121
204.198	12.3001
204.204	12.7684
204.206	12.862
204.208	13.0583
204.213	13.4665
204.216	13.7873
204.22	14.108
204.22	14.108
204.227	14.8076
204.228	14.93
204.232	15.2971
204.234	15.5515
204.24	16.2172
204.241	16.2505
204.244	16.6326
204.247	16.9941
204.252	17.6728
204.253	17.7859
204.256	18.1404
204.26	18.6319
204.264	19.3163
204.266	19.53
204.268	19.8437
204.273	20.5887
204.277	21.1758
204.28	21.7626
204.28	21.7627
204.287	22.9928
204.287	23.046
204.292	23.9464
204.295	24.4131
204.301	25.6399
204.302	25.885
204.302	26.0147
204.31	27.6183
204.31	27.6187
204.313	28.3204
204.316	29.0453
204.319	29.8016
204.322	30.5578
204.323	30.8737
204.328	32.1774
204.328	32.1776
204.333	33.7078
204.334	33.8835
204.337	34.7992
204.34	35.7151
204.343	36.8616
204.346	37.6506
204.346	37.6507
204.352	39.7075
204.354	40.3513
204.358	41.901
204.358	41.9011
204.364	44.2093
204.364	44.2096
204.367	45.4506
204.37	46.692
204.374	48.5031
204.376	49.3029
204.376	49.3031
204.382	52.0788
204.383	52.6576
204.385	53.5489
204.388	55.0343
204.392	57.2237
204.394	58.1872
204.397	59.792
204.401	62.1814
204.403	63.2314
204.406	64.9825
204.41	67.5867
204.412	68.7319
204.415	70.6391
204.419	73.4752
204.421	74.7213
204.424	76.7979
204.428	79.8822
204.43	81.2372
204.433	83.4948
204.437	86.8463
204.439	88.3169
204.442	90.7693
204.446	94.405
204.448	96.0011
204.451	98.6599
204.455	102.602
204.456	103.293
204.46	107.211
204.464	111.476
204.466	113.101
204.469	116.474
204.475	122.941
204.476	123.753
204.478	126.459
204.484	133.884
204.486	135.345
204.487	137.242
204.494	145.713
204.496	147.917
204.496	148.86
204.503	158.498
204.505	161.555
204.506	162.402
204.513	172.278
204.515	176.311
204.516	177.594
204.522	187.09
204.525	192.232
204.526	194.01
204.531	202.989
204.535	209.164
204.536	211.719
204.541	220.024
204.544	227.117
204.546	230.776
204.55	238.484
204.554	246.337
204.557	251.243
204.56	258.466
204.564	266.871
204.567	273.172
204.57	279.789
204.573	288.764
204.577	296.617
204.579	302.495
204.583	312.099
204.587	321.702
204.594	339.277
204.597	348.281
204.597	349.623
204.607	376.466
204.608	379.276
204.612	390.753
204.619	410.84
204.622	422.844
204.626	435.105
204.63	447.363
204.637	469.747
204.641	482.787
204.642	486.045
204.651	519.968
204.653	526.871
204.655	534.043
204.665	569.881
204.666	573.626
204.67	588.869
204.682	638.41
204.684	646.389
204.685	650.386
204.7	711.396
204.7	711.399
204.707	743.15
204.717	788.322
204.723	815.13
204.728	841.938
204.74	896.266
204.746	924.329
204.757	980.466
204.765	1018.12
204.815	1269.1
204.815	1269.1
204.826	1322.97
204.842	1396.85
204.843	1402.33
204.856	1461.23
204.866	1505.16
204.867	1511.92
204.877	1551.32
204.888	1597.47
204.889	1600.44
204.895	1624.22
204.908	1668.14
204.908	1668.14
204.912	1683.93
204.924	1721.66
204.925	1724.02
204.932	1744.21
204.941	1767.45
204.944	1772.92
204.949	1785.67
204.957	1800.98
204.961	1807.98
204.965	1814.98
204.975	1830.22
204.979	1834.47
204.982	1838.24
204.993	1846.61
204.994	1847.23
205	1850.72
205	1850.91
205.002	1851.71
205.012	1852.64
205.013	1852.51
205.015	1852.43
205.031	1844.97
205.031	1844.97
205.031	1844.6
205.046	1828.82
205.049	1824.2
205.049	1824.2
205.066	1795.71
205.068	1792.45
205.068	1792.45
205.083	1757.35
205.084	1755.29
205.088	1744.48
205.102	1705.55
205.102	1705.55
205.106	1692.64
205.122	1638.39
205.125	1627.65
205.126	1621.76
205.142	1561.35
205.145	1550.21
205.151	1525.66
205.171	1438.93
205.172	1434.57
205.18	1399.89
205.204	1287.84
205.213	1244.94
205.257	1034.31
205.262	1011.65
205.267	988.999
205.277	940.532
205.285	905.726
205.293	870.93
205.299	843.723
205.308	804.586
205.316	769.566
205.317	767.54
205.326	732.663
205.334	699.723
205.336	690.19
205.34	675.653
205.347	650.223
205.354	621.639
205.355	618.065
205.363	592.527
205.369	570.841
205.37	567.511
205.378	538.772
205.383	523.099
205.383	523.098
205.389	505.13
205.393	493.337
205.397	481.541
205.4	473.113
205.405	457.916
205.41	442.721
205.41	442.721
205.417	424.663
205.421	414.345
205.424	406.74
205.429	393.536
205.431	387.54
205.437	373.389
205.441	364.483
205.442	363.368
205.451	342.596
205.452	340.534
205.453	337.501
205.462	319.307
205.464	314.347
205.465	312.482
205.472	299.438
205.477	289.383
205.478	288.472
205.482	280.784
205.486	273.461
205.492	263.21
205.492	262.594
205.497	255.076
205.502	246.979
205.502	246.791
205.509	236.736
205.512	232.069
205.512	231.899
205.521	219.877
205.522	218.373
205.522	217.898
205.532	205.646
205.533	204.912
205.533	204.48
205.542	193.844
205.544	191.939
205.545	190.472
205.552	182.874
205.552	182.625
205.553	181.771
205.56	174.074
205.561	173.715
205.566	167.958
205.569	165.973
205.569	165.863
205.577	158.832
205.577	158.291
205.581	154.68
205.585	152.049
205.586	151.171
205.592	145.721
205.594	144.477
205.596	142.881
205.6	139.784
205.602	138.32
205.611	132.409
205.611	132.409
205.612	131.498
205.619	127.094
205.621	125.977
205.626	123.145
205.628	121.988
205.631	120.319
205.636	117.315
205.64	115.022
205.642	114.367
205.645	112.859
205.65	110.196
205.653	108.717
205.654	108.426
205.66	105.722
205.661	104.911
205.666	103.059
205.669	101.582
205.674	99.6131
205.678	98.1698
205.679	97.7295
205.684	95.9673
205.689	94.2414
205.693	92.5153
205.696	91.6685
205.698	90.9063
205.703	89.3813
205.708	87.8866
205.713	86.3919
205.714	86.0247
205.717	85.0316
205.722	83.7072
205.727	82.408
205.732	81.1087
205.732	81.1086
205.742	78.8087
205.746	77.6585
205.75	76.8181
205.756	75.5465
205.761	74.529
205.768	73.0412
205.77	72.5828
205.775	71.6646
205.78	70.7693
205.782	70.3594
205.79	69.1293
205.794	68.3286
205.804	66.727
205.804	66.7269
205.807	66.3771
205.819	64.6276
205.825	63.7716
205.828	63.2581
205.834	62.4874
205.843	61.4337
205.852	60.2294
205.861	59.2961
205.87	58.2294
205.876	57.5767
205.879	57.3385
205.888	56.3856
205.897	55.5683
205.9	55.2181
205.906	54.6922
205.915	53.9701
205.925	53.1448
205.933	52.4365
205.937	52.133
205.949	51.2321
205.951	51.0558
205.97	49.6449
205.973	49.4686
205.992	48.2236
205.997	47.9123
206.009	47.1479
206.014	46.87
206.021	46.4533
206.035	45.6335
206.044	45.1554
206.044	45.1244
206.064	44.1203
206.068	43.9378
206.089	42.8603
206.093	42.6988
206.099	42.4295
206.122	41.425
206.13	41.0549
206.135	40.8467
206.151	40.2344
206.162	39.8105
206.18	39.1149
206.181	39.0685
206.193	38.6549
206.213	37.9625
206.224	37.5959
206.25	36.7522
206.252	36.6815
206.256	36.5755
206.29	35.5658
206.29	35.5658
206.318	34.7767
206.329	34.5026
206.329	34.5026
206.367	33.5431
206.367	33.5431
206.387	33.0698
206.406	32.6479
206.445	31.8155
206.445	31.8155
206.459	31.5071
206.483	31.0472
206.483	31.0472
206.522	30.3203
206.524	30.2753
206.531	30.1405
206.56	29.6628
206.567	29.5447
206.603	28.9546
206.611	28.8379
206.627	28.5658
206.652	28.2243
206.654	28.1906
206.697	27.5838
206.7	27.55
206.724	27.2167
206.741	27.0112
206.748	26.9231
206.796	26.3427
206.806	26.2279
206.83	25.9407
206.844	25.7893
206.849	25.7394
206.892	25.2901
206.907	25.1417
206.94	24.7957
206.945	24.7467
206.965	24.5742
206.996	24.2939
207.022	24.0592
207.058	23.7393
207.061	23.7182
207.08	23.5683
207.121	23.2497
207.138	23.1199
207.176	22.8231
207.184	22.7741
207.196	22.6934
207.246	22.3541
207.253	22.3061
207.309	21.9381
